discoverymethod,semimajoraxis,radiuse,radiusj,masse,massj,eccentricity,inclination,ttv,depth
Transit,0.0759,1.71,,,,0,89.95,0,0.03061
Transit,0.0512,0.89,,,,0,89.95,0,0.01206
Transit,,,,,,,,0,
Transit,0.0512,0.89,,,,0,89.95,0,0.01206
Transit,,1.25,0.112,,,,,0,
Transit,0.054,1.1,,,,0,87.09,0,0.0127
Transit,0.0512,0.89,,,,0,89.95,0,0.01206
Transit,0.0528,1.37,,,,0,87.03,0,0.0112
Transit,,1.532,0.137,,,,,0,
Transit,,,,,,,,0,
Transit,0.269,5.2,,,,0,89.38,1,0.3501
Transit,0.2648,5.14,,,,0,89.95,1,0.38518
Transit,0.2648,5.14,,,,0,89.95,1,0.38518
Transit,,5.63,0.502,,,,,1,
Transit,,,,,,,,1,0.3849
Transit,,8.133,0.726,,,,,1,
Transit,0.2648,5.14,,,,0,89.95,1,0.38518
Transit,,,,,,,,1,
Transit,0.2742,8.49,,,,0,89.69,1,0.34258
Transit,,,,,,,,1,
Transit,,,,,,,,0,
Transit,0.0124,1.4,,,,0,83.65,0,0.03598
Transit,,1.51,0.135,,,,,0,
Transit,,1.32,0.118,,,,,0,
Transit,0.012,1.41,,,,0,76.2,0,0.0345
Transit,,,,,,,,0,
Transit,0.0124,1.4,,,,0,83.65,0,0.03598
Transit,0.0124,1.4,,,,0,83.65,0,0.03598
Transit,0.0125,1.55,,,,0,85.49,0,0.03348
Transit,0.0679,1.76,,,,0,89.38,0,0.04871
Transit,0.0679,1.76,,,,0,89.38,0,0.04871
Transit,,,,,,,,0,
Transit,0.0678,1.69,,,,0,89.82,0,0.04584
Transit,,2.35,0.21,,,,,0,
Transit,,,,,,,,0,0.052
Transit,0.0679,1.76,,,,0,89.38,0,0.04871
Transit,0.07,1.87,,,,0,87.66,0,0.042
Transit,,,,,,,,0,
Transit,,2.11,0.188,,,,,0,
Transit,,2.71,0.242,42.1,0.132,,,1,
Transit,,,,,,,,1,
Transit,,2.714,0.242,,,,,1,
Transit,,2.49,0.222,,,,,1,
Transit,0.0729,2.37,,,,0,89.95,1,0.21151
Transit,0.0729,2.37,,,,0,89.95,1,0.21151
Transit,0.078,2.83,,,,0,88.24,1,0.1968
Transit,0.0729,2.37,,,,0,89.95,1,0.21151
Transit,,,,,,,,1,0.2064
Transit,0.0714,2.23,,,,0,89.84,1,0.18978
Transit,0.07295,2.34,0.209,,,,,1,
Transit,,2.686,0.24,,,,,1,
Transit,,2.38,0.212,,,,,1,
Transit,,2.83,0.252,,,,,1,
Transit,,2.56,0.228,,,,,1,
Transit,,,,,,,,1,0.1643
Transit,,2.2,0.196,,,,,1,
Transit,,,,,,,,1,
Transit,0.1154,2.25,,,,0,87.49,1,0.14321
Transit,0.11796,1.94,0.173,,,,,1,
Transit,0.1178,2.06,,,,0,89.95,1,0.15819
Transit,,2.04,0.182,,,,,1,
Transit,,2.706,0.241,,,,,1,
Transit,,2.327,0.208,,,,,1,
Transit,,2.36,0.211,,,,,1,
Transit,,,,,,,,1,
Transit,0.1178,2.06,,,,0,89.95,1,0.15819
Transit,0.1178,2.06,,,,0,89.95,1,0.15819
Transit,,2.14,0.191,,,,,1,
Transit,0.126,2.36,,,,0,88.81,1,0.1448
Transit,,2.33,0.208,11.4,0.036,,,1,
Transit,0.0477,1.81,,,,0,88.81,0,0.1181
Transit,,,,,,,,0,0.1201
Transit,,2.133,0.19,,,,,0,
Transit,,1.96,0.175,,,,,0,
Transit,,,,,,,,0,
Transit,,1.95,0.174,,,,,0,
Transit,0.051,2.18,,,,0,87.66,0,0.1206
Transit,0.0477,1.81,,,,0,88.81,0,0.1181
Transit,,,,,,,,0,
Transit,,2.13,0.19,24.6,0.077,,,0,
Transit,,2.004,0.179,,,,,0,
Transit,0.051,1.94,0.173,,,,,0,
Transit,0.0477,1.81,,,,0,88.81,0,0.1181
Transit,0.0467,1.66,,,,0,88.87,0,0.10374
Transit,,1.78,0.159,,,,,0,
Transit,0.04773,1.88,0.168,,,,,0,
Transit,,1.7,0.152,,,,,0,
Transit,0.0968,1.57,,,,0,87.09,0,0.02189
Transit,0.0968,1.57,,,,0,87.09,0,0.02189
Transit,0.0968,1.57,,,,0,87.09,0,0.02189
Transit,0.1033,1.74,,,,0,87.54,0,0.01985
Transit,0.102,1.82,,,,0,84.8,0,0.0208
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.0585,1.19,,,,0,89.95,0,0.01731
Transit,,,,,,,,0,0.0175
Transit,,1.443,0.129,,,,,0,
Transit,0.062,1.15,,,,0,89.38,0,0.0168
Transit,0.0585,1.19,,,,0,89.95,0,0.01731
Transit,0.0585,1.19,,,,0,89.95,0,0.01731
Transit,,,,,,,,0,
Transit,0.0603,1.37,,,,0,86.54,0,0.01723
Transit,,1.27,0.113,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.073,2.25,,,,0,83.08,0,0.0441
Transit,,,,,,,,0,0.0593
Transit,,2.06,0.184,,,,,0,
Transit,,,,,,,,0,
Transit,0.075,2.33,,,,0,89.95,0,0.05527
Transit,0.075,2.33,,,,0,89.95,0,0.05527
Transit,0.075,2.33,,,,0,89.95,0,0.05527
Transit,0.075,2.24,,,,0,89.89,0,0.05129
Transit,,2.495,0.223,,,,,0,
Transit,0.1139,1.67,,,,0,89.96,0,0.09953
Transit,0.1139,1.75,,,,0,89.95,0,0.10942
Transit,0.117,1.89,,,,0,88.81,0,0.0947
Transit,0.1139,1.75,,,,0,89.95,0,0.10942
Transit,,,,,,,,0,
Transit,,2.02,0.18,,,,,0,
Transit,,2.139,0.191,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,0.105
Transit,0.1139,1.75,,,,0,89.95,0,0.10942
Transit,,,,,,,,0,0.0869
Transit,,,,,,,,0,
Transit,,1.968,0.176,,,,,0,
Transit,,,,,,,,0,
Transit,,2.02,0.18,,,,,0,
Transit,0.096,1.86,,,,0,87.66,0,0.0791
Transit,0.0862,1.35,,,,0,89.38,0,0.08925
Transit,0.0862,1.35,,,,0,89.38,0,0.08925
Transit,0.0862,1.35,,,,0,89.38,0,0.08925
Transit,0.0862,1.26,,,,0,89.87,0,0.07813
Transit,0.107,2.91,,,,0,88.81,0,0.05942
Transit,,,,,,,,0,0.0636
Transit,,,,,,,,0,
Transit,0.102,2.37,,,,0,88.81,0,0.0541
Transit,0.107,2.91,,,,0,88.81,0,0.05942
Transit,0.107,3.32,,,,0,81.99,0,0.05092
Transit,0.107,2.91,,,,0,88.81,0,0.05942
Transit,,2.79,0.249,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.1016,2.68,,,,0,87.09,0,0.05913
Transit,0.1016,2.68,,,,0,87.09,0,0.05913
Transit,,2.597,0.232,,,,,0,
Transit,0.1016,2.68,,,,0,87.09,0,0.05913
Transit,,,,,,,,0,0.0614
Transit,0.103,2.9,,,,0,85.94,0,0.0593
Transit,0.1013,2.6,,,,0,87.16,0,0.05695
Transit,,2.73,0.244,,,,,0,
Transit,0.1144,2.71,,,,0,88.24,0,0.07112
Transit,0.126,3.8,,,,0,86.52,0,0.0734
Transit,0.1144,2.71,,,,0,88.24,0,0.07112
Transit,0.1144,2.94,,,,0,86.99,0,0.07008
Transit,,2.9,0.259,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,0.0793
Transit,,,,,,,,0,
Transit,0.1144,2.71,,,,0,88.24,0,0.07112
Transit,,2.56,0.228,,,,,0,
Transit,0.1266,2.85,,,,0,88.24,0,0.07094
Transit,0.1266,2.77,,,,0,88.24,0,0.06595
Transit,,2.73,0.244,,,,,0,
Transit,0.1266,2.85,,,,0,88.24,0,0.07094
Transit,0.127,2.53,,,,0,89.95,0,0.0628
Transit,,,,,,,,0,0.0688
Transit,,2.326,0.208,,,,,0,
Transit,,,,,,,,0,
Transit,0.1266,2.85,,,,0,88.24,0,0.07094
Transit,,,,,,,,0,
Transit,,3.487,0.311,,,,,0,
Transit,,2.57,0.229,,,,,0,
Transit,,,,,,,,0,
Transit,0.2281,2.29,,,,0,89.95,0,0.04021
Transit,0.227,2.51,,,,0,86.52,0,0.0381
Transit,0.2341,3.04,,,,0,87.34,0,0.04125
Transit,0.2281,2.29,,,,0,89.95,0,0.04021
Transit,0.2281,2.29,,,,0,89.95,0,0.04021
Transit,,,,,,,,0,0.0444
Transit,,,,,,,,0,
Transit,0.0831,2.75,,,,0,80.79,1,0.04723
Transit,,1.95,0.174,40,0.126,,,1,
Transit,,2.23,0.199,,,,,1,
Transit,,,,,,,,1,0.0485
Transit,,,,,,,,1,
Transit,0.0831,2.75,,,,0,80.79,1,0.04723
Transit,,,,,,,,1,
Transit,0.0831,2.75,,,,0,80.79,1,0.04723
Transit,,3.03,0.27,,,,,1,
Transit,0.0827,2.86,,,,0,82.52,1,0.04467
Transit,0.083,2.2,,,,0,88.24,1,0.0448
Transit,,,,,,,,1,0.0526
Transit,,2.36,0.211,,,,,1,
Transit,0.1078,2.94,,,,0,81.36,1,0.04916
Transit,,3.14,0.28,,,,,1,
Transit,0.108,2.4,,,,0,88.24,1,0.0484
Transit,,2.06,0.184,20.2,0.064,,,1,
Transit,,,,,,,,1,
Transit,0.1072,3.15,,,,0,81.13,1,0.04605
Transit,0.1078,2.94,,,,0,81.36,1,0.04916
Transit,0.1078,2.94,,,,0,81.36,1,0.04916
Transit,,,,,,,,0,
Transit,0.0512,1.3,,,,0,88.81,0,0.01588
Transit,0.051,1.24,,,,0,86.52,0,0.0136
Transit,0.0512,1.3,,,,0,88.81,0,0.01588
Transit,0.051,1.6,,,,0,82.31,0,0.01591
Transit,,1.45,0.129,,,,,0,
Transit,0.0512,1.3,,,,0,88.81,0,0.01588
Transit,,,,,,,,0,
Transit,0.052,1.38,0.123,,,,,0,
Transit,0.1774,2.56,,,,0,88.99,0,0.04726
Transit,,,,,,,,0,0.044
Transit,0.1784,2.3,,,,0,89.95,0,0.0507
Transit,,,,,,,,0,
Transit,,2.54,0.227,,,,,0,
Transit,0.1784,2.3,,,,0,89.95,0,0.0507
Transit,,,,,,,,0,
Transit,0.1784,2.3,,,,0,89.95,0,0.0507
Transit,0.179,2.4,,,,0,88.81,0,0.0453
Transit,0.181,2.6,0.232,,,,,0,
Transit,,2.3,0.205,,,,,0,
Transit,0.247,2.02,,,,0,88.81,0,0.0338
Transit,0.2451,2.29,,,,0,89.07,0,0.03621
Transit,0.25,2.2,0.196,,,,,0,
Transit,0.2465,2.08,,,,0,89.38,0,0.03967
Transit,0.2465,2.08,,,,0,89.38,0,0.03967
Transit,,,,,,,,0,
Transit,,,,,,,,0,0.0355
Transit,0.2465,2.08,,,,0,89.38,0,0.03967
Transit,,,,,,,,0,
Transit,0.4494,4.67,,,,0,89.95,0,0.4303
Transit,,,,,,,,0,0.4423
Transit,0.4494,4.67,,,,0,89.95,0,0.4303
Transit,0.4494,4.67,,,,0,89.95,0,0.4303
Transit,,,,,,,,0,
Transit,,5.049,0.45,,,,,0,
Transit,,5.23,0.467,,,,,0,
Transit,0.471,5.2,,,,0,89.95,0,0.4414
Transit,0.479,10.3,,,,0,90,0,0.4107
Transit,,,,,,,,0,0.0563
Transit,,,,,,,,0,
Transit,0.02,1.47,,,,0,80.79,0,0.0468
Transit,,1.523,0.136,,,,,0,
Transit,,1.6,0.143,,,,,0,
Transit,0.0204,1.58,,,,0,88.24,0,0.05169
Transit,,,,,,,,0,
Transit,0.0204,1.51,,,,0,89.37,0,0.04949
Transit,0.0204,1.58,,,,0,88.24,0,0.05169
Transit,0.0204,1.58,,,,0,88.24,0,0.05169
Transit,,2.59,0.231,,,,,0,
Transit,0.0315,2.29,,,,0,89.38,0,0.06596
Transit,,2.29,0.204,,,,,0,
Transit,,,,,,,,0,
Transit,0.0315,2.29,,,,0,89.38,0,0.06596
Transit,0.0315,2.29,,,,0,89.38,0,0.06596
Transit,,,,,,,,0,
Transit,0.0313,2.74,,,,0,87.74,0,0.05467
Transit,0.032,2.31,,,,0,75.06,0,0.0486
Transit,,,,,,,,0,0.0721
Transit,0.0301,1.51,,,,0,81.93,0,0.0652
Transit,0.0298,1.5,,,,0,80.29,0,0.05997
Transit,0.0301,1.51,,,,0,81.93,0,0.0652
Transit,0.031,1.37,,,,0,84.22,0,0.0528
Transit,,,,,,,,0,
Transit,,1.812,0.162,,,,,0,
Transit,0.0301,1.51,,,,0,81.93,0,0.0652
Transit,,1.68,0.15,,,,,0,
Transit,0.017,2.1,,,,0,73.34,0,0.05207
Transit,,,,,,,,0,0.0536
Transit,,2.04,0.182,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.017,2.1,,,,0,73.34,0,0.05207
Transit,,1.768,0.158,,,,,0,
Transit,0.017,1.79,,,,0,76.15,0,0.05153
Transit,0.017,2.1,,,,0,73.34,0,0.05207
Transit,0.017,1.46,,,,0,86.52,0,0.0475
Transit,0.1399,2.08,,,,0,89.93,0,0.06163
Transit,0.1406,2.3,,,,0,89.95,0,0.07341
Transit,0.1406,2.3,,,,0,89.95,0,0.07341
Transit,,,,,,,,0,
Transit,,2.48,0.221,,,,,0,
Transit,,,,,,,,0,0.0695
Transit,0.1406,2.3,,,,0,89.95,0,0.07341
Transit,,,,,,,,0,
Transit,0.142,2.2,,,,0,89.38,0,0.0643
Transit,,2.052,0.183,,,,,0,
Transit,,1.18,0.105,,,,,0,
Transit,0.0322,1.34,,,,0,89.38,0,0.02663
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.0322,1.34,,,,0,89.38,0,0.02663
Transit,0.0322,1.34,,,,0,89.38,0,0.02663
Transit,0.0315,1.18,,,,0,89.7,0,0.02465
Transit,0.03,1.01,,,,0,88.24,0,0.0256
Transit,0.0703,1.44,,,,0,85.94,0,0.0201
Transit,,,,,,,,0,
Transit,0.072,1.9,,,,0,88.37,0,0.02017
Transit,,2.919,0.26,,,,,0,
Transit,,,,,,,,0,0.0208
Transit,0.0703,1.44,,,,0,85.94,0,0.0201
Transit,0.0703,1.44,,,,0,85.94,0,0.0201
Transit,0.07,1.4,,,,0,88.24,0,0.0201
Transit,,,,,,,,0,
Transit,,1.7,0.152,,,,,0,
Transit,,8.245,0.736,,,,,0,
Transit,1.1084,8.26,,,,0,89.95,0,0.18826
Transit,1.1084,8.26,,,,0,89.95,0,0.18826
Transit,,,,,,,,0,
Transit,1.1088,7.79,,,,0,89.84,0,0.20133
Transit,,7.14,0.637,,,,,0,
Transit,1.1084,8.26,,,,0,89.95,0,0.18826
Transit,1.129,7.8,,,,0,89.38,0,0.1937
Transit,0.0796,2.12,,,,0,83.08,1,0.04022
Transit,,,,,,,,1,0.0453
Transit,0.079,1.99,,,,0,83.08,1,0.0373
Transit,,1.97,0.176,,,,,1,
Transit,,,,,,,,1,
Transit,0.0766,1.69,,,,0,88.14,1,0.03656
Transit,0.0796,2.12,,,,0,83.08,1,0.04022
Transit,,2.12,0.189,,,,,1,
Transit,0.0796,2.12,,,,0,83.08,1,0.04022
Transit,,1.684,0.15,,,,,1,
Transit,,,,,,,,1,
Transit,,,,,,,,1,
Transit,0.103,2.2,,,,0,84.8,1,0.0451
Transit,,2.18,0.194,,,,,1,
Transit,,,,,,,,1,0.055
Transit,0.1007,1.88,,,,0,88.14,1,0.04308
Transit,0.1046,1.92,,,,0,87.66,1,0.0441
Transit,,1.93,0.172,,,,,1,
Transit,0.1046,1.92,,,,0,87.66,1,0.0441
Transit,,,,,,,,1,
Transit,,1.865,0.166,,,,,1,
Transit,0.1046,1.92,,,,0,87.66,1,0.0441
Transit,,2.14,0.191,20.9,0.066,,,1,
Transit,0.1279,1.39,,,,0,87.39,0,0.01978
Transit,,,,,,,,0,
Transit,0.1328,1.27,,,,0,89.38,0,0.02104
Transit,0.131,1.56,,,,0,85.94,0,0.0225
Transit,0.13,1.2,0.107,,,,,0,
Transit,,1.386,0.124,,,,,0,
Transit,0.1328,1.27,,,,0,89.38,0,0.02104
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.1668,1.21,,,,0,89.95,0,0.01948
Transit,0.163,1.27,0.113,,,,,0,
Transit,0.165,1.61,,,,0,86.52,0,0.0241
Transit,0.1668,1.21,,,,0,89.95,0,0.01948
Transit,0.1607,1.19,,,,0,88.74,0,0.01741
Transit,,1.186,0.106,,,,,0,
Transit,,1.2,0.107,0.6,0.00189,,,0,
Transit,,,,,,,,0,
Transit,0.1668,1.21,,,,0,89.95,0,0.01948
Transit,,1.25,0.112,,,,,0,
Transit,0.0744,1.65,,,,0,89.95,0,0.02769
Transit,0.0744,1.65,,,,0,89.95,0,0.02769
Transit,,,,,,,,0,
Transit,0.0744,1.59,,,,0,89.94,0,0.02553
Transit,0.075,1.63,,,,0,89.95,0,0.027
Transit,,1.881,0.168,,,,,0,
Transit,0.0744,1.65,,,,0,89.95,0,0.02769
Transit,,1.78,0.159,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,1.547,0.138,,,,,0,
Transit,,1.68,0.15,,,,,0,
Transit,0.08,1.69,,,,0,87.66,0,0.0266
Transit,0.0802,1.9,,,,0,86.53,0,0.02955
Transit,,,,,,,,0,
Transit,0.0802,1.92,,,,0,86.52,0,0.03087
Transit,0.0802,1.92,,,,0,86.52,0,0.03087
Transit,0.0802,1.92,,,,0,86.52,0,0.03087
Transit,,4.669,0.417,,,,,1,
Transit,0.2654,2.49,,,,0,89.42,1,0.04384
Transit,0.2492,2.78,,,,0,88.81,1,0.044
Transit,,,,,,,,1,
Transit,,,,,,,,1,
Transit,0.2492,2.78,,,,0,88.81,1,0.044
Transit,0.261,3.5,,,,0,87.66,1,0.0462
Transit,0.2492,2.78,,,,0,88.81,1,0.044
Transit,,,,,,,,1,0.0468
Transit,,2.54,0.227,,,,,1,
Transit,0.078,1.28,,,,0,88.24,0,0.0113
Transit,0.0779,1.61,,,,0,86.64,0,0.01128
Transit,,1.604,0.143,,,,,0,
Transit,,1.69,0.151,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.0777,1.25,,,,0,86.52,0,0.01116
Transit,,,,,,,,0,0.0108
Transit,0.0777,1.25,,,,0,86.52,0,0.01116
Transit,0.0777,1.25,,,,0,86.52,0,0.01116
Transit,0.0762,9.23,,,,0,89.95,0,0.66815
Transit,0.0762,9.23,,,,0,89.95,0,0.66815
Transit,,11.851,1.057,,,,,0,
Transit,,8.35,0.745,,,,,0,
Transit,0.08,9.4,,,,0,89.95,0,0.633
Transit,0.0762,8.99,,,,0,89.78,0,0.63312
Transit,,,,,,,,0,
Transit,,,,,,,,0,0.6712
Transit,0.0762,9.23,,,,0,89.95,0,0.66815
Transit,0.0787,8.89,,,,0,88.24,0,0.94689
Transit,0.0787,8.89,,,,0,88.24,0,0.94689
Transit,,9.3,0.83,,,,,0,
Transit,,11.981,1.069,,,,,0,1.127158
Transit,,9.949,0.888,,,,,0,
Transit,0.078,7.4,,,,0,89.38,0,0.8642
Transit,,,,,,,,0,
Transit,0.0787,8.43,,,,0,88.52,0,0.87254
Transit,,,,,,,,0,
Transit,0.0787,8.89,,,,0,88.24,0,0.94689
Transit,,,,,,,,0,0.9456
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.3629,5.56,,,,0,89.95,0,0.48748
Transit,,6.479,0.578,,,,,0,
Transit,,,,,,,,0,0.4823
Transit,0.3629,5.56,,,,0,89.95,0,0.48748
Transit,,6.8,0.607,,,,,0,
Transit,0.3629,5.56,,,,0,89.95,0,0.48748
Transit,0.3751,6.31,,,,0,89.97,0,0.46747
Transit,0.371,6.1,,,,0,89.38,0,0.4834
Transit,,,,,,,,0,
Transit,,5.042,0.45,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,0.2991
Transit,0.3355,5.41,,,,0,89.95,0,0.29783
Transit,0.3403,4.78,,,,0,89.97,0,0.29495
Transit,,4.87,0.434,,,,,0,
Transit,0.342,5.26,,,,0,89.95,0,0.2973
Transit,0.3355,5.41,,,,0,89.95,0,0.29783
Transit,0.3355,5.41,,,,0,89.95,0,0.29783
Transit,,,,,,,,0,0.1746
Transit,,3.09,0.276,,,,,0,
Transit,0.1343,2.87,,,,0,89.95,0,0.16956
Transit,0.135,2.7,,,,0,89.38,0,0.1488
Transit,,,,,,,,0,
Transit,,2.793,0.249,,,,,0,
Transit,,,,,,,,0,
Transit,0.1343,2.87,,,,0,89.95,0,0.16956
Transit,0.1343,2.87,,,,0,89.95,0,0.16956
Transit,0.1345,3.16,,,,0,89.59,0,0.15971
Transit,0.059,3.2,,,,0,85.37,0,0.0858
Transit,,,,,,,,0,
Transit,0.058,2.91,,,,0,89.95,0,0.09419
Transit,0.058,2.84,,,,0,89.9,0,0.08946
Transit,,3.24,0.289,,,,,0,
Transit,0.058,2.91,,,,0,89.95,0,0.09419
Transit,,,,,,,,0,
Transit,,,,,,,,0,0.0935
Transit,0.058,2.91,,,,0,89.95,0,0.09419
Transit,,2.556,0.228,,,,,0,
Transit,,2.28,0.203,,,,,0,
Transit,0.0463,2.43,,,,0,88.81,0,0.0855
Transit,,,,,,,,0,
Transit,0.044,2.1,,,,0,89.95,0,0.0802
Transit,,,,,,,,0,0.0969
Transit,,,,,,,,0,
Transit,0.0463,2.43,,,,0,88.81,0,0.0855
Transit,0.0463,2.43,,,,0,88.81,0,0.0855
Transit,,2.261,0.202,,,,,0,
Transit,0.0463,2.32,,,,0,89.86,0,0.08072
Transit,,,,,,,,0,
Transit,,2.21,0.197,,,,,0,
Transit,0.042,2.54,,,,0,85.94,0,0.0572
Transit,0.039,2.27,,,,0,86.52,0,0.0635
Transit,,,,,,,,0,
Transit,,,,,,,,0,0.0652
Transit,0.039,2.27,,,,0,86.52,0,0.0635
Transit,0.039,2.27,,,,0,86.52,0,0.0635
Transit,,2.72,0.243,,,,,0,
Transit,0.039,2.15,,,,0,85.68,0,0.05505
Transit,,,,,,,,0,0.0898
Transit,,,,,,,,0,
Transit,0.122,2.87,,,,0,88.81,0,0.09229
Transit,,,,,,,,0,
Transit,,3.749,0.334,,,,,0,
Transit,0.122,2.87,,,,0,88.81,0,0.09229
Transit,0.122,2.74,,,,0,89.35,0,0.08677
Transit,,2.9,0.259,,,,,0,
Transit,0.122,2.87,,,,0,88.81,0,0.09229
Transit,0.122,2.8,,,,0,88.24,0,0.0828
Transit,,,,,,,,0,
Transit,0.0686,2.81,,,,0,88.81,0,0.05524
Transit,0.0686,2.81,,,,0,88.81,0,0.05524
Transit,,,,,,,,0,
Transit,0.0687,2.98,,,,0,84.6,0,0.05329
Transit,,2.4,0.214,,,,,0,
Transit,,3.185,0.284,,,,,0,
Transit,0.064,2.15,,,,0,88.24,0,0.0509
Transit,,,,,,,,0,0.057
Transit,0.0686,2.81,,,,0,88.81,0,0.05524
Transit,0.107,2.5,,,,0,88.81,0,0.0711
Transit,0.1057,2.42,,,,0,89.38,0,0.07625
Transit,,,,,,,,0,
Transit,,,,,,,,0,0.0742
Transit,0.1057,2.42,,,,0,89.38,0,0.07625
Transit,0.1057,2.42,,,,0,89.38,0,0.07625
Transit,,,,,,,,0,
Transit,,2.166,0.193,,,,,0,
Transit,0.1057,2.35,,,,0,89.94,0,0.07281
Transit,,2.49,0.222,,,,,0,
Transit,,1.437,0.128,,,,,0,
Transit,0.0331,1.66,,,,0,88.24,0,0.05455
Transit,0.0331,1.66,,,,0,88.24,0,0.05455
Transit,0.0331,1.57,,,,0,89.15,0,0.04994
Transit,0.0331,1.66,,,,0,88.24,0,0.05455
Transit,,1.63,0.145,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.033,1.4,,,,0,87.66,0,0.0465
Transit,0.5154,3.79,,,,0,89.38,0,0.24479
Transit,0.5154,3.79,,,,0,89.38,0,0.24479
Transit,,4.64,0.414,,,,,0,
Transit,,,,,,,,0,0.2454
Transit,,6.516,0.581,,,,,0,
Transit,,,,,,,,0,
Transit,0.5154,3.79,,,,0,89.38,0,0.24479
Transit,0.537,3.97,,,,0,89.95,0,0.2428
Transit,,,,,,,,0,
Transit,0.5375,4.6,,,,0,89.81,0,0.23785
Transit,0.058,2.22,,,,0,81.93,0,0.0433
Transit,0.0575,2.04,,,,0,87.09,0,0.04816
Transit,,2.05,0.183,,,,,0,
Transit,0.0575,2.04,,,,0,87.09,0,0.04816
Transit,,,,,,,,0,
Transit,,3.072,0.274,,,,,0,
Transit,0.0575,2.04,,,,0,87.09,0,0.04816
Transit,0.0575,2.53,,,,0,72.3,0,0.04391
Transit,,3.224,0.288,,,,,0,
Transit,0.2241,3.25,,,,0,87.09,0,0.10241
Transit,,,,,,,,0,0.1049
Transit,0.2241,3.25,,,,0,87.09,0,0.10241
Transit,0.23,3.1,,,,0,87.66,0,0.0912
Transit,,3.61,0.322,,,,,0,
Transit,0.2244,2.92,,,,0,87.92,0,0.09161
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.2241,3.25,,,,0,87.09,0,0.10241
Transit,,10.666,0.952,,,,,1,
Transit,0.4589,9.51,,,,0,89.38,1,0.50528
Transit,0.4589,9.51,,,,0,89.38,1,0.50528
Transit,,,,,,,,1,
Transit,0.4572,12.28,,,,0,89.47,1,0.485
Transit,0.481,13.49,1.204,324.2,1.02,0.036,89.274,1,
Transit,0.4589,9.51,,,,0,89.38,1,0.50528
Transit,,13.15,1.173,,,,,1,
Transit,,,,,,,,1,
Transit,0.455,6.2,,,,0,89.38,1,0.4848
Transit,,,,,,,,1,0.5027
Transit,0.6428,6.47,,,,0,88.94,1,0.10612
Transit,1.332,3.2,,,,0,89.95,1,0.1187
Transit,0.676,6.14,0.548,6.4,0.02,0.039,89.588,1,
Transit,1.3423,4.96,,,,0,89.95,1,0.1171
Transit,1.3423,4.96,,,,0,89.95,1,0.1171
Transit,1.3423,4.96,,,,0,89.95,1,0.1171
Transit,,5.618,0.501,,,,,1,
Transit,,6.89,0.615,,,,,1,
Transit,,,,,,,,1,
Transit,,2.78,0.248,,,,,0,
Transit,0.1539,2.67,,,,0,89.38,0,0.07121
Transit,,2.545,0.227,,,,,0,
Transit,,,,,,,,0,
Transit,0.1539,2.52,,,,0,89.81,0,0.06401
Transit,0.155,2.8,,,,0,87.09,0,0.0622
Transit,0.1539,2.67,,,,0,89.38,0,0.07121
Transit,,,,,,,,0,0.0719
Transit,,,,,,,,0,
Transit,0.1539,2.67,,,,0,89.38,0,0.07121
Transit,,,,,,,,0,
Transit,0.1572,3.14,,,,0,88.24,0,0.09055
Transit,0.1572,3.14,,,,0,88.24,0,0.09055
Transit,,,,,,,,0,
Transit,0.154,3.01,,,,0,86.52,0,0.0764
Transit,,3.74,0.334,,,,,0,
Transit,,,,,,,,0,0.0983
Transit,0.1572,3.05,,,,0,87.53,0,0.08048
Transit,,4.267,0.381,,,,,0,
Transit,0.1572,3.14,,,,0,88.24,0,0.09055
Transit,,1.648,0.147,,,,,0,
Transit,0.036,1.74,,,,0,83.65,0,0.036
Transit,0.0362,1.6,,,,0,89.38,0,0.03552
Transit,0.0362,1.6,,,,0,89.38,0,0.03552
Transit,,1.99,0.178,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.0362,1.63,,,,0,84.69,0,0.03343
Transit,0.0362,1.6,,,,0,89.38,0,0.03552
Transit,,3.031,0.27,,,,,0,
Transit,0.1568,3.32,,,,0,88.24,0,0.07587
Transit,,3.75,0.335,,,,,0,
Transit,0.154,3,,,,0,88.24,0,0.0716
Transit,,,,,,,,0,0.0756
Transit,,,,,,,,0,
Transit,0.1542,3.19,,,,0,87.62,0,0.06783
Transit,0.1568,3.32,,,,0,88.24,0,0.07587
Transit,0.1568,3.32,,,,0,88.24,0,0.07587
